lemma,pos,sentiment,inflections,stem
Kurseinbruch,NN,-0.0048,"Kurseinbruchs,Kurseinbrüche,Kurseinbruches,Kurseinbrüchen",kurseinbruch
Kälte,NN,-0.0048,,kalt
Kündigung,NN,-0.0048,Kündigungen,kundig
Kürzung,NN,-0.341,Kürzungen,kurzung
Langeweile,NN,-0.0377,,langeweil
Langweiler,NN,-0.0443,"Langweilern,Langweilers",langweil
Last,NN,-0.0048,Lasten,last
Launenhaftigkeit,NN,-0.0048,Launenhaftigkeiten,launenhaft
Lebensgefahr,NN,-0.0048,Lebensgefahren,lebensgefahr
Leblosigkeit,NN,-0.0048,,leblos
Leere,NN,-0.0048,,leer
Leichtsinn,NN,-0.3253,"Leichtsinns,Leichtsinnes",leichtsinn
Leichtsinnsfehler,NN,-0.0371,"Leichtsinnsfehlers,Leichtsinnsfehlern",leichtsinnsfehl
Leid,NN,-0.5056,"Leides,Leids,Leide",leid
Leidende,NN,-0.0048,"Leidendem,Leidenden,Leidender",leidend
Liquidation,NN,-0.0048,Liquidationen,liquidation
Lähmung,NN,-0.0048,Lähmungen,lahmung
Löschung,NN,-0.0048,Löschungen,loschung
Lüge,NN,-0.5,Lügen,lug
Lügner,NN,-0.4767,"Lügnern,Lügners",lugn
Makel,NN,-0.1813,"Makels,Makeln",makel
Mangel,NN,-0.3669,"Mangels,Mängel,Mängeln",mangel
Manipulation,NN,-0.3455,Manipulationen,manipulation
Massaker,NN,-0.0048,"Massakern,Massakers",massak
Maßlosigkeit,NN,-0.0048,Maßlosigkeiten,masslos
Melancholie,NN,-0.1859,Melancholien,melancholi
Melodrama,NN,-0.0048,"Melodramen,Melodramas",melodrama
Merkwürdigkeit,NN,-0.0048,Merkwürdigkeiten,merkwurd
Minderung,NN,-0.0048,Minderungen,minder
Minderwertigkeit,NN,-0.3201,Minderwertigkeiten,minderwert
Missachtung,NN,-0.0048,Missachtungen,missacht
Missbrauch,NN,-0.0048,"Missbräuchen,Missbrauches,Missbräuche,Missbrauchs,Missbrauche",missbrauch
Missgeschick,NN,-0.0472,"Missgeschicken,Missgeschicks,Missgeschicke,Missgeschickes",missgeschick
Missglück,NN,-0.0048,,missgluck
Misstrauen,NN,-0.4778,Misstrauens,misstrau
Misstrauensantrag,NN,-0.0048,"Misstrauensanträge,Misstrauensanträgen,Misstrauensantrages,Misstrauensantrags,Misstrauensantrage",misstrauensantrag
Missverständnis,NN,-0.4756,"Missverständnisse,Missverständnisses,Missverständnissen",missverstandnis
Mist,NN,-0.1732,"Mists,Mistes,Miste",mist
Mittellosigkeit,NN,-0.0048,,mittellos
Mittelmäßigkeit,NN,-0.0048,,mittelmass
Monotonie,NN,-0.0048,Monotonien,monotoni
Mord,NN,-0.3595,"Mordes,Morde,Mords,Morden",mord
Mutlosigkeit,NN,-0.0048,,mutlos
Müdigkeit,NN,-0.1995,,mudig
Mühe,NN,-0.0048,Mühen,muh
Müll,NN,-0.3377,"Mülls,Mülles",mull
Nachlässigkeit,NN,-0.0048,Nachlässigkeiten,nachlass
Nachteil,NN,-0.8102,"Nachteilen,Nachteile,Nachteils,Nachteiles",nachteil
Naivität,NN,-0.0048,,naivitat
Narr,NN,-0.335,Narren,narr
Negativität,NN,-0.3155,,negativitat
Neid,NN,-0.4729,"Neides,Neids,Neide",neid
Nervosität,NN,-0.1833,,nervositat
Neustart,NN,-0.0504,Neustarts,neustart
Niedergang,NN,-0.0048,"Niedergangs,Niederganges,Niedergange,Niedergänge,Niedergängen",niedergang
Niedergeschlagenheit,NN,-0.0048,Niedergeschlagenheiten,niedergeschlag
Niederlage,NN,-0.3651,Niederlagen,niederlag
Not,NN,-0.2187,"Nöten,Nöte",not
Notfall,NN,-0.0468,"Notfalles,Notfällen,Notfalls,Notfälle,Notfalle",notfall
Notstand,NN,-0.0048,"Notstandes,Notständen,Notstands,Notstände,Notstande",notstand
Nutzlosigkeit,NN,-0.0048,,nutzlos
Nötigung,NN,-0.0048,Nötigungen,notig
Oberflächlichkeit,NN,-0.3299,Oberflächlichkeiten,oberflach
Offensive,NN,-0.0048,Offensiven,offensiv
Opposition,NN,-0.3631,Oppositionen,opposition
Panik,NN,-0.3429,Paniken,panik
Panne,NN,-0.1901,Pannen,pann
Pech,NN,-0.4823,"Peches,Pechen,Peche,Pechs",pech
Pessimismus,NN,-0.4715,,pessimismus
Pest,NN,-0.3456,Pests,pest
Pflicht,NN,-0.3577,Pflichten,pflicht
Pleite,NN,-0.3323,Pleiten,pleit
Preissturz,NN,-0.0048,"Preisstürze,Preisstürzen,Preissturzes,Preissturze,Preissturzen",preissturz
Problem,NN,-0.3865,"Probleme,Problemen,Problems",probl
Propaganda,NN,-0.4893,,propaganda
Protest,NN,-0.3564,"Protestes,Protests,Proteste,Protesten",prot
Provisorium,NN,-0.0048,"Provisorien,Provisoriums",provisorium
Provokation,NN,-0.0048,Provokationen,provokation
Qual,NN,-0.0402,Qualen,qual
Qualitätsminderung,NN,-0.3096,Qualitätsminderungen,qualitatsminder
Rache,NN,-0.3534,,rach
Ratlosigkeit,NN,-0.0048,Ratlosigkeiten,ratlos
Raub,NN,-0.0048,"Raubs,Raubes,Rauben,Raube",raub
Rebell,NN,-0.0048,Rebellen,rebell
Rebellion,NN,-0.0048,Rebellionen,rebellion
Rechtswidrigkeit,NN,-0.0499,Rechtswidrigkeiten,rechtswidr
Redundanz,NN,-0.0048,Redundanzen,redundanz
Reinfall,NN,-0.0048,"Reinfälle,Reinfalls,Reinfällen,Reinfalles,Reinfalle",reinfall
Reklamation,NN,-0.0048,Reklamationen,reklamation
Reparatur,NN,-0.0048,Reparaturen,reparatur
Revolte,NN,-0.0048,Revolten,revolt
Revolution,NN,-0.0048,Revolutionen,revolution
Rezession,NN,-0.3454,Rezessionen,rezession
Risiko,NN,-0.687,"Risikos,Risiken",risiko
Rivale,NN,-0.0502,Rivalen,rival
Rivalität,NN,-0.0048,Rivalitäten,rivalitat
Rost,NN,-0.0048,"Rostes,Rosten,Roste",rost
Ruin,NN,-0.0048,Ruins,ruin
Rutsch,NN,-0.0048,"Rutschs,Rutschen,Rutsches,Rutsche",rutsch
Rätselraten,NN,-0.0048,Rätselratens,ratselrat
Räuber,NN,-0.3508,"Räubers,Räubern",raub
Rückfall,NN,-0.0048,"Rückfalls,Rückfällen,Rückfälle,Rückfalles",ruckfall
Rückgang,NN,-0.2096,"Rückgangs,Rückganges,Rückgängen,Rückgänge,Rückgange",ruckgang
Rückschritt,NN,-0.0048,"Rückschritten,Rückschritts,Rückschritte,Rückschrittes",ruckschritt
Rücksendung,NN,-0.3465,Rücksendungen,rucksend
Rücksichtslosigkeit,NN,-0.0048,Rücksichtslosigkeiten,rucksichtslos
Rückstand,NN,-0.063,"Rückständen,Rückstands,Rückstände,Rückstandes",ruckstand
Rückständigkeit,NN,-0.0048,Rückständigkeiten,ruckstand
Rücktritt,NN,-0.0048,"Rücktritte,Rücktritts,Rücktrittes,Rücktritten",rucktritt
Rückzug,NN,-0.3501,"Rückzugs,Rückzuges,Rückzüge,Rückzügen",ruckzug
Sabotage,NN,-0.0048,Sabotagen,sabotag
Sackgasse,NN,-0.3455,Sackgassen,sackgass
Schaden,NN,-0.5299,"Schadens,Schäden",schad
Schadensbild,NN,-0.0048,"Schadensbildern,Schadensbilder,Schadensbilds,Schadensbildes,Schadensbilde",schadensbild
Scham,NN,-0.4829,,scham
Schande,NN,-0.0048,Schanden,schand
Scheidung,NN,-0.2023,Scheidungen,scheidung
Scheitern,NN,-0.3524,Scheiterns,scheit
Schelte,NN,-0.0048,Schelten,schelt
Scheußlichkeit,NN,-0.0048,Scheußlichkeiten,scheusslich
Schlachtfeld,NN,-0.0048,"Schlachtfeldern,Schlachtfeldes,Schlachtfelder,Schlachtfelds,Schlachtfelde",schlachtfeld
Schlag,NN,-0.0048,"Schlages,Schlags,Schlägen,Schläge,Schlage",schlag
Schlamperei,NN,-0.0048,Schlampereien,schlamperei
Schlechtigkeit,NN,-0.4646,Schlechtigkeiten,schlechtig
Schlitterbahn,NN,-0.0048,Schlitterbahnen,schlitterbahn
Schlägerei,NN,-0.0048,Schlägereien,schlagerei
Schmerz,NN,-0.0048,"Schmerzes,Schmerze,Schmerzen",schmerz
Schmuggel,NN,-0.0048,"Schmuggels,Schmuggeln",schmuggel
Schmutz,NN,-0.0542,"Schmutze,Schmutzes",schmutz
Schock,NN,-0.0048,"Schocks,Schocke,Schocken,Schockes",schock
Schramme,NN,-0.0048,Schrammen,schramm
Schreck,NN,-0.194,"Schrecke,Schrecken,Schrecks,Schreckes",schreck
Schrott,NN,-0.0534,"Schrottes,Schrotts,Schrotte,Schrotten",schrott
Schräglauf,NN,-0.0048,"Schrägläufen,Schräglaufs,Schräglaufes,Schrägläufe,Schräglaufe",schraglauf
Schubs,NN,-0.0048,"Schubse,Schubsen,Schubses",schub
Schuld,NN,-0.9686,Schulden,schuld
Schuldner,NN,-0.0048,"Schuldnern,Schuldners",schuldn
Schuldnerin,NN,-0.0048,Schuldnerinnen,schuldnerin
Schurke,NN,-0.3306,Schurken,schurk
Schwierigkeit,NN,-0.0483,Schwierigkeiten,schwierig
Schwund,NN,-0.0048,"Schwunds,Schwundes",schwund
Schwäche,NN,-0.5035,Schwächen,schwach
Schwächung,NN,-0.337,Schwächungen,schwachung
Schädigung,NN,-0.0048,Schädigungen,schadig
Senkung,NN,-0.0545,Senkungen,senkung
Sinnlosigkeit,NN,-0.0048,Sinnlosigkeiten,sinnlos
Sintflut,NN,-0.3313,Sintfluten,sintflut
Skandal,NN,-0.0048,"Skandals,Skandale,Skandalen",skandal
Sklave,NN,-0.3281,Sklaven,sklav
Sklavenarbeit,NN,-0.0048,Sklavenarbeiten,sklavenarbeit
Sorge,NN,-0.3618,Sorgen,sorg
Spott,NN,-0.3357,"Spotte,Spottes,Spotts",spott
Sprengstoff,NN,-0.0048,"Sprengstoffes,Sprengstoffs,Sprengstoffe,Sprengstoffen",sprengstoff
Sprengung,NN,-0.0048,Sprengungen,sprengung
Stagnation,NN,-0.0048,Stagnationen,stagnation
Stau,NN,-0.0438,"Staus,Staues,Staue,Stauen",stau
Sterben,NN,-0.053900000000000003,Sterbens,sterb
Steuerhinterziehung,NN,-0.0048,Steuerhinterziehungen,steuerhinterzieh
Stilllegung,NN,-0.0048,Stilllegungen,stillleg
Stillstand,NN,-0.0048,"Stillständen,Stillstandes,Stillstande,Stillstands,Stillstände",stillstand
Stornierung,NN,-0.0048,Stornierungen,stornier
Stoß,NN,-0.0048,"Stoßes,Stoße,Stößen,Stöße",stoss
Strafverfahren,NN,-0.0048,Strafverfahrens,strafverfahr
Strapaze,NN,-0.0048,Strapazen,strapaz
Streik,NN,-0.0048,"Streiks,Streikes,Streike,Streiken",streik
Streit,NN,-0.6632,"Streites,Streits,Streiten,Streite",streit
Strenge,NN,-0.0048,,streng
Stress,NN,-0.0048,"Stresse,Stresses",stress
Sturheit,NN,-0.1894,Sturheiten,sturheit
Sturz,NN,-0.6316,"Sturze,Sturzen,Stürze,Sturzes,Stürzen",sturz
Störung,NN,-0.3569,Störungen,storung
Sucht,NN,-0.3505,"Süchte,Süchten,Suchten",sucht
Sündenbock,NN,-0.3285,"Sündenbockes,Sündenböcke,Sündenböcken,Sündenbocks",sundenbock
Tabu,NN,-0.0048,Tabus,tabu
Terror,NN,-0.0048,Terrors,terror
Terrorismus,NN,-0.3553,,terrorismus
Teuerung,NN,-0.322,Teuerungen,teuer
Teuerungsrate,NN,-0.0048,Teuerungsraten,teuerungsrat
Teufelskreis,NN,-0.479,"Teufelskreise,Teufelskreisen,Teufelskreises",teufelskreis
Tod,NN,-0.0697,"Tods,Todes,Tode,Toden",tod
Todesfall,NN,-0.0048,"Todesfälle,Todesfällen,Todesfalls,Todesfalles,Todesfalle",todesfall
Todesstrafe,NN,-0.0048,Todesstrafen,todesstraf
Torheit,NN,-0.0048,Torheiten,torheit
Totschlag,NN,-0.0048,"Totschlage,Totschlags,Totschlages",totschlag
Tragödie,NN,-0.0048,Tragödien,tragodi
Trauer,NN,-0.0048,,trau
Trauma,NN,-0.0048,"Traumen,Traumas,Traumata",trauma
Traurigkeit,NN,-0.0457,Traurigkeiten,traurig
Trennung,NN,-0.5071,Trennungen,trennung
Tristesse,NN,-0.0555,Tristessen,tristess
Trostlosigkeit,NN,-0.0048,Trostlosigkeiten,trostlos
Trott,NN,-0.0048,"Trottes,Trotten,Trotts,Trotte",trott
Trugschluß,NN,-0.0048,,trugschluss
Trugschluss,NN,-0.0048,"Trugschlusse,Trugschlusses,Trugschlüsse,Trugschlüssen",trugschluss
Trägheit,NN,-0.1937,Trägheiten,tragheit
Träne,NN,-0.0562,Tränen,tran
Trübsal,NN,-0.189,"Trübsalen,Trübsale",trubsal
Turbulenz,NN,-0.0048,Turbulenzen,turbulenz
Tyrannei,NN,-0.3243,Tyranneien,tyrannei
Täuschung,NN,-0.3445,Täuschungen,tauschung
Umtausch,NN,-0.343,"Umtauschen,Umtausches,Umtauschs,Umtäusche,Umtausche,Umtäuschen",umtausch
Unbehagen,NN,-0.3291,Unbehagens,unbehag
Unbehaglichkeit,NN,-0.0048,Unbehaglichkeiten,unbehag
Unbeliebtheit,NN,-0.0048,,unbeliebt
Unbequemlichkeit,NN,-0.0048,Unbequemlichkeiten,unbequem
Unbestimmtheit,NN,-0.0537,,unbestimmt
Undankbarkeit,NN,-0.0048,Undankbarkeiten,undankbar
Unehrlichkeit,NN,-0.0048,Unehrlichkeiten,unehrlich
Uneinigkeit,NN,-0.3289,Uneinigkeiten,uneinig
Unerbittlichkeit,NN,-0.0048,Unerbittlichkeiten,unerbitt
Unerträglichkeit,NN,-0.0048,Unerträglichkeiten,unertrag
Unfall,NN,-0.0048,"Unfällen,Unfalls,Unfälle,Unfalles,Unfalle",unfall
Unfreundlichkeit,NN,-0.3085,Unfreundlichkeiten,unfreundlich
Unfug,NN,-0.3394,Unfugs,unfug
Unfähigkeit,NN,-0.1896,Unfähigkeiten,unfahig
Ungeduld,NN,-0.4655,,ungeduld
Ungehorsamkeit,NN,-0.0048,,ungehorsam
Ungenauigkeit,NN,-0.0048,Ungenauigkeiten,ungenau
Ungerechtigkeit,NN,-0.3419,Ungerechtigkeiten,ungerecht
Ungeschicklichkeit,NN,-0.3116,Ungeschicklichkeiten,ungeschick
Unglaubwürdigkeit,NN,-0.0048,,unglaubwurd
Ungleichheit,NN,-0.0048,Ungleichheiten,ungleichheit
Unglück,NN,-0.5004,"Unglückes,Unglücks,Unglücke,Unglücken",ungluck
Unheilbarkeit,NN,-0.0048,Unheilbarkeiten,unheilbar
Unhöflichkeit,NN,-0.0048,Unhöflichkeiten,unhoflich
Unklarheit,NN,-0.0048,Unklarheiten,unklarheit
Unmenschlichkeit,NN,-0.0048,Unmenschlichkeiten,unmenschlich
Unmoral,NN,-0.3172,,unmoral
Unmut,NN,-0.3394,"Unmutes,Unmuts,Unmute",unmut
Unordnung,NN,-0.3391,Unordnungen,unordnung
Unrecht,NN,-0.5086,"Unrechtes,Unrechts,Unrechte",unrecht
Unregelmäßigkeit,NN,-0.0048,Unregelmäßigkeiten,unregelmass
Unrentabilität,NN,-0.0048,,unrentabilitat
Unruhe,NN,-0.201,Unruhen,unruh
Unsicherheit,NN,-0.358,Unsicherheiten,unsich
Unsinn,NN,-0.4969,"Unsinnes,Unsinns",unsinn
Unstetigkeit,NN,-0.3075,Unstetigkeiten,unstetig
Unstimmigkeit,NN,-0.0048,Unstimmigkeiten,unstimmig
Unterbrechung,NN,-0.0048,Unterbrechungen,unterbrech
Unterdrückung,NN,-0.0048,Unterdrückungen,unterdruck
Untergang,NN,-0.3498,"Untergangs,Untergängen,Unterganges,Untergänge",untergang
Unterlassung,NN,-0.0048,Unterlassungen,unterlass
Unterwerfung,NN,-0.3279,Unterwerfungen,unterwerf
Untreue,NN,-0.3293,,untreu
Unverantwortlichkeit,NN,-0.3068,Unverantwortlichkeiten,unverantwort
Unvereinbarkeit,NN,-0.0048,Unvereinbarkeiten,unvereinbar
Unverhältnismäßigkeit,NN,-0.0048,Unverhältnismäßigkeiten,unverhaltnismass
Unverschämtheit,NN,-0.0048,Unverschämtheiten,unverschamt
Unvollkommenheit,NN,-0.0048,Unvollkommenheiten,unvollkomm
Unvollständigkeit,NN,-0.0048,Unvollständigkeiten,unvollstand
Unwahrheit,NN,-0.466,Unwahrheiten,unwahrheit
Unwirksamkeit,NN,-0.0048,Unwirksamkeiten,unwirksam
Unwirtschaftlichkeit,NN,-0.0048,Unwirtschaftlichkeiten,unwirtschaft
Unwissenheit,NN,-0.4935,Unwissenheiten,unwiss
Unzufriedenheit,NN,-0.6324,Unzufriedenheiten,unzufried
Unzumutbarkeit,NN,-0.0048,Unzumutbarkeiten,unzumutbar
Unzuverlässigkeit,NN,-0.0048,Unzuverlässigkeiten,unzuverlass
Vagheit,NN,-0.0048,Vagheiten,vagheit
Verachtung,NN,-0.3308,Verachtungen,veracht
Verbannung,NN,-0.0048,Verbannungen,verbann
Verbot,NN,-0.0048,"Verbots,Verbotes,Verboten,Verbote",verbot
Verdacht,NN,-0.8074,"Verdachts,Verdachte,Verdachten,Verdachtes,Verdächte,Verdächten",verdacht
Verdorbenheit,NN,-0.0048,Verdorbenheiten,verdorb
Verdrängung,NN,-0.0048,Verdrängungen,verdrang
Verdächtige,NN,-0.0048,"Verdächtiger,Verdächtigen",verdacht
Verfall,NN,-0.0048,"Verfalles,Verfalls,Verfalle,Verfälle,Verfällen",verfall
Verfehlung,NN,-0.0048,Verfehlungen,verfehl
Vergeltung,NN,-0.3369,Vergeltungen,vergelt
Vergeltungsmaßnahme,NN,-0.0048,Vergeltungsmaßnahmen,vergeltungsmassnahm
Vergeudung,NN,-0.0048,Vergeudungen,vergeud
Verherrlichung,NN,-0.0048,Verherrlichungen,verherrlich
Verhängnis,NN,-0.0048,"Verhängnisses,Verhängnissen,Verhängnisse",verhangnis
Verkleinerung,NN,-0.0048,Verkleinerungen,verkleiner
Verlangsamung,NN,-0.0048,Verlangsamungen,verlangsam
Verletzung,NN,-0.5032,Verletzungen,verletz
Verleumdung,NN,-0.4792,Verleumdungen,verleumd
Verlierer,NN,-0.3441,"Verlierern,Verlierers",verli
Verlust,NN,-0.5204,"Verlustes,Verlusts,Verluste,Verlusten",verlust
Vermeidung,NN,-0.0048,Vermeidungen,vermeid
Verminderung,NN,-0.0048,Verminderungen,verminder
Vernachlässigung,NN,-0.328,Vernachlässigungen,vernachlass
Vernichtung,NN,-0.4883,Vernichtungen,vernicht
Verrat,NN,-0.0048,"Verrats,Verrate,Verrates",verrat
Verräter,NN,-0.3352,"Verräters,Verrätern",verrat
Verrückter,NN,-0.0447,"Verrückte,Verrückten",verruckt
Verrücktheit,NN,-0.0048,Verrücktheiten,verruckt
Versagen,NN,-0.3517,Versagens,versag
Verschlechterung,NN,-0.4959,Verschlechterungen,verschlechter
Verschmutzung,NN,-0.3392,Verschmutzungen,verschmutz
Verschwendung,NN,-0.0048,Verschwendungen,verschwend
Verschwörung,NN,-0.3355,Verschwörungen,verschwor
Versenkung,NN,-0.0048,Versenkungen,versenk
Versklavung,NN,-0.0048,Versklavungen,versklav
Verstoß,NN,-0.0048,"Verstoßes,Verstöße,Verstößen,Verstoße",verstoss
Verstrickung,NN,-0.0048,Verstrickungen,verstrick
Versuchung,NN,-0.3463,Versuchungen,versuch
Versäumnis,NN,-0.0048,"Versäumnisse,Versäumnisses,Versäumnissen",versaumnis
Vertreibung,NN,-0.0048,Vertreibungen,vertreib
Verurteilung,NN,-0.0048,Verurteilungen,verurteil
Verweigerung,NN,-0.3441,Verweigerungen,verweiger
Verwerfung,NN,-0.3202,Verwerfungen,verwerf
Verwirrung,NN,-0.3323,Verwirrungen,verwirr
Verwundung,NN,-0.0048,Verwundungen,verwund
Verwüstung,NN,-0.0048,Verwüstungen,verwust
Verzerrung,NN,-0.0048,Verzerrungen,verzerr
Verzicht,NN,-0.2022,"Verzichts,Verzichtes,Verzichten,Verzichte",verzicht
Verzweiflung,NN,-0.0048,Verzweiflungen,verzweifl
Verzögerung,NN,-0.0048,Verzögerungen,verzoger
Vorurteil,NN,-0.6261,"Vorurteils,Vorurteilen,Vorurteile",vorurteil
Vorwand,NN,-0.0048,"Vorwände,Vorwandes,Vorwands,Vorwänden,Vorwande",vorwand
Vorwurf,NN,-0.5095,"Vorwürfen,Vorwurfs,Vorwürfe,Vorwurfes",vorwurf
Wahnsinn,NN,-0.0048,Wahnsinns,wahnsinn
Wermutstropfen,NN,-0.3356,Wermutstropfens,wermutstropf
Wertlosigkeit,NN,-0.0048,Wertlosigkeiten,wertlos
Wertverlust,NN,-0.0048,"Wertverluste,Wertverlustes,Wertverlusts,Wertverlusten",wertverlust
Wichtigtuer,NN,-0.0048,"Wichtigtuers,Wichtigtuern",wichtigtu
Widernatürlichkeit,NN,-0.0048,Widernatürlichkeiten,widernatur
Widerruf,NN,-0.0048,"Widerrufs,Widerrufes,Widerrufen",widerruf
Widerspruch,NN,-0.3655,"Widersprüche,Widersprüchen,Widerspruchs,Widerspruches,Widerspruche",widerspruch
Widrigkeit,NN,-0.0048,Widrigkeiten,widrig
Wirtschaftskrise,NN,-0.0048,Wirtschaftskrisen,wirtschaftskris
Wrack,NN,-0.0048,"Wracks,Wracke,Wracken,Wrackes",wrack
Wunde,NN,-0.3396,Wunden,wund
Wut,NN,-0.4726,,wut
Wüste,NN,-0.0048,Wüsten,wust
Zahlungsunfähigkeit,NN,-0.0048,Zahlungsunfähigkeiten,zahlungsunfah
Zeitverschwendung,NN,-0.3223,Zeitverschwendungen,zeitverschwend
Zensur,NN,-0.3468,Zensuren,zensur
Zerrung,NN,-0.0048,Zerrungen,zerrung
Zerschlagung,NN,-0.0048,Zerschlagungen,zerschlag
Zerstörung,NN,-0.3578,Zerstörungen,zerstor
Ziellosigkeit,NN,-0.0048,,ziellos
Zoll,NN,-0.0048,"Zolls,Zölle,Zolles,Zöllen",zoll
Zorn,NN,-0.3537,"Zorns,Zornes,Zorne",zorn
Zumutung,NN,-0.3286,Zumutungen,zumut
Zusammenbruch,NN,-0.0048,"Zusammenbrüche,Zusammenbruchs,Zusammenbruches,Zusammenbrüchen",zusammenbruch
Zusammenstoß,NN,-0.3302,"Zusammenstoßes,Zusammenstöße,Zusammenstoße,Zusammenstößen",zusammenstoss
Zwang,NN,-0.0721,"Zwanges,Zwängen,Zwänge,Zwangs,Zwange",zwang
Zwangslage,NN,-0.0048,Zwangslagen,zwangslag
Zwangsmaßnahme,NN,-0.0048,Zwangsmaßnahmen,zwangsmassnahm
Zweifel,NN,-0.0048,"Zweifeln,Zweifels",zweifel
Zwietracht,NN,-0.0048,,zwietracht
abbauen,VVINF,-0.0578,"abbaue,abbaust,abbaut,abbauest,abbauet,abbaute,abbautest,abbauten",abbau
abbrechen,VVINF,-0.3482,"abbreche,abbrichst,abbricht,abbrecht,abbrechest,abbrechet,abbrach,abbrachst,abbrachen,abbracht,abbräche,abbrächest,abbrächst,abbrächen,abbrächet,abbrächt",abbrech
abdanken,VVINF,-0.0048,"abgedankt,abdanke,abdankte,abdankt,abdanktet,abdankest,abdankst,abdanktest,abdankten,abdanket",abdank
abdämpfen,VVINF,-0.0048,"abdämpfe,abdämpfst,abdämpft,abdämpfest,abdämpfet,abdämpfte,abdämpftest,abdämpften,abdämpftet",abdampf
abfallen,VVINF,-0.0048,"abfalle,abfällst,abfällt,abfallt,abfallest,abfallet,abfiel,abfielst,abfielen,abfielt,abfiele,abfielest,abfielet",abfall
abfällig,ADJX,-0.3197,"abfälligstes,abfälligster,abfälligste,abfälligsten,abfälligst,abfälligstem,abfällige,abfälligerer,abfälliger,abfälligere,abfälliges,abfälligeren,abfälligerem,abfälligen,abfälligem,abfälligeres",abfall
abführen,VVINF,-0.3358,"abführtet,abführt,abführst,abführe,abführte,abführet,abgeführt,abführtest,abführten,abführest",abfuhr
abgebrochen,ADJX,-0.0048,"abgebrochene,abgebrochenem,abgebrochenen,abgebrochener,abgebrochenes",abgebroch
abgedroschen,ADJX,-0.1839,"abgedroschene,abgedroschenem,abgedroschenen,abgedroschener,abgedroschenes,abgedroschenere,abgedroschenerem,abgedroscheneres,abgedroscheneren,abgedroschenerer,abgedroschner,abgedroschenste,abgedroschenstem,abgedroschensten,abgedroschenster,abgedroschenstes,abgedroschneren,abgedroschneres,abgedroschnere,abgedroschnerem,abgedroschnerer",abgedrosch
abgestanden,ADJX,-0.0368,"abgestandnerer,abgestandneres,abgestandenen,abgestandenem,abgestandenes,abgestandener,abgestandenstes,abgestandenere,abgestandenster,abgestandenstem,abgestandensten,abgestandenste,abgestandnere,abgestandene,abgestandeneren,abgestandenerem,abgestandenst,abgestandneren,abgestandeneres,abgestandnerem,abgestandenerer,abgestandner",abgestand
abgetakelt,ADJX,-0.0048,"abgetakeltstem,abgetakeltere,abgetakeltste,abgetakeltsten,abgetakeltstes,abgetakeltster,abgetakelten,abgetakelteren,abgetakeltem,abgetakeltst,abgetakelte,abgetakelterem,abgetakeltes,abgetakelter,abgetakelterer,abgetakelteres",abgetakelt
abgleiten,VVINF,-0.0397,"abgleite,abgleitest,abgleitet,abglitt,abglittest,abglitten,abglittet,abglitte",abgleit
abgründig,ADJX,-0.1719,"abgründiger,abgründiges,abgründigst,abgründigste,abgründigstem,abgründige,abgründigeres,abgründigsten,abgründigerer,abgründigerem,abgründigeren,abgründigster,abgründigstes,abgründigen,abgründigem,abgründigere",abgrund
abhängig,ADJX,-0.0048,"abhängigem,abhängigen,abhängiger,abhängiges,abhängigere,abhängigerem,abhängigeren,abhängigerer,abhängigeres,abhängigste,abhängigstem,abhängigsten,abhängigster,abhängigstes",abhang
ablaufen,VVINF,-0.0048,"ablaufe,abläufst,abläuft,ablauft,ablaufest,ablaufet,ablief,abliefst,abliefen,ablieft,abliefe,abliefest,abliefet",ablauf
ablehnen,VVINF,-0.6458,"ablehne,ablehnst,ablehnt,ablehnest,ablehnet,ablehnte,ablehntest,ablehnten,ablehntet,abgelehnt",ablehn
ablenken,VVINF,-0.042,"ablenke,ablenkst,ablenkt,ablenkest,ablenket,ablenkte,ablenktest,ablenkten,ablenktet,abzulenken,abgelenkt",ablenk
abnehmen,VVINF,-0.0292,"abnehme,abnimmst,abnimmt,abnehmt,abnehmest,abnehmet,abnahm,abnahmst,abnahmen,abnahmt,abnähme,abnähmest,abnähmst,abnähmen,abnähmet,abnähmt,abzunehmen,abgenommen",abnehm
abnutzen,VVINF,-0.0417,"abnutze,abnutzt,abnutzest,abnutzet,abnutzte,abnutztest,abnutzten,abnutztet,abzunutzen,abgenutzt",abnutz
abraten,VVINF,-0.3353,"abrate,abrätst,abrät,abratet,abratest,abriet,abrietest,abrietst,abrieten,abrietet,abriete,abzuraten,abgeraten",abrat
abreißen,VVINF,-0.3116,"abreiße,abreißt,abreißest,abreißet,abriss,abriß,abrissest,abrisst,abrißt,abrissen,abrisse,abrisset,abzureissen,abzureißen,abgerissen",abreiss
abrupt,ADJX,-0.0048,"abrupte,abruptem,abrupten,abrupter,abruptes,abruptere,abrupterem,abrupteren,abrupterer,abrupteres,abrupteste,abruptestem,abruptesten,abruptester,abruptestes",abrupt
